number;id;exp_x;exp_y;coeff
897;f71be76d8b1e87a98627b1c2a12af433;0,1,0,1;0,0,1,1;0.1098,0.10609,0.41738,0.049778
898;e1042546427ad68f6237bd75641a7c3c;0,1,0,1;0,0,1,1;-0.1098,-0.10609,-0.41738,-0.049778
899;27119fb94a9f70bf81085b878ee43b91;0,1,0,1;0,0,1,1;0.23825,0.42332,0.26345,0.013188
900;869b02cef6c3f0908780cc0a67640fa9;0,1,0,1;0,0,1,1;-0.23825,-0.42332,-0.26345,-0.013188
901;aa4b28888a70816cb1c05ed859336f6f;0,1,0,1;0,0,1,1;-0.17817,0.11516,0.69784,0.077876
902;7370ca724ea0582e4337272f440053ff;0,1,0,1;0,0,1,1;0.17817,-0.11516,-0.69784,-0.077876
903;547defe1fb0240886f3b2d0ba156a613;0,1,0,1;0,0,1,1;0.14876,0.49508,0.44214,-0.21015
904;1fa07f85744b3dbcc28ee7360c53b0d7;0,1,0,1;0,0,1,1;-0.14876,-0.49508,-0.44214,0.21015
905;10256779a3fd417490c176791f498844;0,1,0,1;0,0,1,1;0.12771,0.19966,0.035152,0.01871
906;ddbe5db13d480dc6532041d2083d49d2;0,1,0,1;0,0,1,1;-0.12771,-0.19966,-0.035152,-0.01871
907;54719fe27e81b600d625d76266317106;0,1,0,1;0,0,1,1;0.074393,0.49779,0.25822,-0.14199
908;d1222cd506023e18fa599b8235c19025;0,1,0,1;0,0,1,1;-0.074393,-0.49779,-0.25822,0.14199
909;d5e3051fe845f750fb3e215db98d2a77;0,1,0,1;0,0,1,1;0.22676,0.15923,0.24495,0.091447
910;c4634ff6c8ecb3d8812e6f5c23aaa513;0,1,0,1;0,0,1,1;-0.22676,-0.15923,-0.24495,-0.091447
911;fa9b2f31d4904777dd3e013f693263ce;0,1,0,1;0,0,1,1;0.21136,0.1481,0.41242,0.075969
912;390300b1dcbccee57b186961a317bcc6;0,1,0,1;0,0,1,1;-0.21136,-0.1481,-0.41242,-0.075969
913;f23d4aeb2085cab60b5cef7ac65f4ae4;0,1,0,1;0,0,1,1;0.032265,0.23275,0.28102,0.043948
914;6ca85aaffd06bef064be9ce084b37298;0,1,0,1;0,0,1,1;-0.032265,-0.23275,-0.28102,-0.043948
915;87058070bca3dfb88585ced771118f40;0,1,0,1;0,0,1,1;0.46428,0.35696,0.34593,-0.30391
916;6f7e555a30d49cd3f7b374b1e0a9db2f;0,1,0,1;0,0,1,1;-0.46428,-0.35696,-0.34593,0.30391
917;3ea7c342ac40ce85d24aed98bd40e240;0,1,0,1;0,0,1,1;0.014743,0.2091,0.64121,-0.053509
918;08a79afd341db39d4950c8f7dbe9c9c5;0,1,0,1;0,0,1,1;-0.014743,-0.2091,-0.64121,0.053509
919;515d0ae803e45b3529efb68678cf0462;0,1,0,1;0,0,1,1;-0.37264,0.22045,0.24246,0.18526
920;8aa76065391e0812acb5e87be94e6187;0,1,0,1;0,0,1,1;0.37264,-0.22045,-0.24246,-0.18526
921;0ee4d122a4b2f4c0c13f7b5a89c2fdc8;0,1,0,1;0,0,1,1;-0.30448,0.16167,0.26508,0.051532
922;db19b54935cab8cbf7262c74b4829374;0,1,0,1;0,0,1,1;0.30448,-0.16167,-0.26508,-0.051532
923;d8ef8e33d318b4b475c9be0cf0467c19;0,1,0,1;0,0,1,1;0.025933,0.49503,0.3547,-0.076523
924;93a28ef3863ee2eab5f818fe4357bcfb;0,1,0,1;0,0,1,1;-0.025933,-0.49503,-0.3547,0.076523
925;f1ea62dbafac85c86896612887b17f0c;0,1,0,1;0,0,1,1;-0.25181,0.26549,0.28892,-0.026479
926;608fe6ec3fe7bd843eebc13b624b81cc;0,1,0,1;0,0,1,1;0.25181,-0.26549,-0.28892,0.026479
927;524cd022c7c3025862193eca22b6a554;0,1,0,1;0,0,1,1;-0.064736,0.27082,0.31181,0.12255
928;d47447f98de98bd06ccdcdc08de06b0a;0,1,0,1;0,0,1,1;0.064736,-0.27082,-0.31181,-0.12255
929;f1a6f686184e72fcdd8dfafe78f016ca;0,1,0,1;0,0,1,1;0.44842,0.40283,0.23325,-0.096868
930;397e8d1dbc48e724a62b4392a7a4ce9f;0,1,0,1;0,0,1,1;-0.44842,-0.40283,-0.23325,0.096868
931;10df6e6138ebcdfa3349915e807a6139;0,1,0,1;0,0,1,1;-0.21871,0.42616,0.37449,0.21331
932;0e7d55e702b92502705c8fc841e46948;0,1,0,1;0,0,1,1;0.21871,-0.42616,-0.37449,-0.21331
933;2e7e7e7bcdec3e711d22f1d61abc7fb2;0,1,0,1;0,0,1,1;-0.37729,0.34182,0.44135,0.23465
934;030c395722ef660edeb923eb8c46bb5a;0,1,0,1;0,0,1,1;0.37729,-0.34182,-0.44135,-0.23465
935;25a6736a27bd9ffbf3f193b3befc9bc8;0,1,0,1;0,0,1,1;0.38217,0.12697,0.55911,-0.11493
936;5a8b7cc2481c62de9bd96b653e1d07a5;0,1,0,1;0,0,1,1;-0.38217,-0.12697,-0.55911,0.11493
937;3c89aa4fd060859f5f261cee8cdff678;0,1,0,1;0,0,1,1;0.13935,0.086323,0.55171,-0.051665
938;ed35d624b95a292bc34ca0d9d0ab0d52;0,1,0,1;0,0,1,1;-0.13935,-0.086323,-0.55171,0.051665
939;0ade26218c7ab8fefd9b164c2332af98;0,1,0,1;0,0,1,1;-0.35106,0.17343,0.45978,0.053274
940;1de935573d1c9b452c9a106f63261add;0,1,0,1;0,0,1,1;0.35106,-0.17343,-0.45978,-0.053274
941;42b5aaea8dbae52f7550f24eba56e688;0,1,0,1;0,0,1,1;0.086995,0.39316,0.23166,0.011857
942;856fb6baef8db26e05542c47c21d52b1;0,1,0,1;0,0,1,1;-0.086995,-0.39316,-0.23166,-0.011857
943;8ed78707b57d2d09c1b6fd60e2ef1271;0,1,0,1;0,0,1,1;0.039766,0.57302,0.27169,-0.054008
944;33f502e4a3ad768364db253e3ea45a52;0,1,0,1;0,0,1,1;-0.039766,-0.57302,-0.27169,0.054008
945;dfe2fdfe270d50136cab01fef3dc327d;0,1,0,1;0,0,1,1;-0.19564,0.42442,0.37096,0.32519
946;5f07c7fb8389098485791f085cc5db9e;0,1,0,1;0,0,1,1;0.19564,-0.42442,-0.37096,-0.32519
947;c6d8b644e0a6f97939deb50646401776;0,1,0,1;0,0,1,1;-0.16714,0.14993,0.57789,-0.064958
948;95696d793e8cde720deebfa4dc39b3ec;0,1,0,1;0,0,1,1;0.16714,-0.14993,-0.57789,0.064958
949;a82b1424fe91f3cbe7b043148c58e2a8;0,1,0,1;0,0,1,1;-0.071122,0.47935,0.16654,-0.031114
950;4249470831bcef263e98cff14c5a6b65;0,1,0,1;0,0,1,1;0.071122,-0.47935,-0.16654,0.031114
951;eb68fbf616e0b3838a04b98aa1212af2;0,1,0,1;0,0,1,1;0.25873,0.12276,0.36602,-0.094072
952;49cf5be62847dc82f10803c827b6dd9c;0,1,0,1;0,0,1,1;-0.25873,-0.12276,-0.36602,0.094072
953;452344d15aac833f2ff01514774c17fb;0,1,0,1;0,0,1,1;0.026769,0.42458,0.20996,0.030504
954;e6d0fc5af5655a3ec47ce71a2e584e34;0,1,0,1;0,0,1,1;-0.026769,-0.42458,-0.20996,-0.030504
955;6625d702601009a244b93ccb6ca9ee5b;0,1,0,1;0,0,1,1;-0.22163,0.12213,0.22068,0.040951
956;608a100d495b737f90cd55b1b5944366;0,1,0,1;0,0,1,1;0.22163,-0.12213,-0.22068,-0.040951
957;891efcdeea4195641d3aaad902662bf3;0,1,0,1;0,0,1,1;0.067192,0.71038,0.24177,-0.10074
958;56772c77f7d0261f6df0031292776a1b;0,1,0,1;0,0,1,1;-0.067192,-0.71038,-0.24177,0.10074
959;615b5602dbf033aeaedf0f432df77749;0,1,0,1;0,0,1,1;0.07311,0.54527,0.16095,0.095665
960;cde20adc12c11c5c0c61a1e405f0785a;0,1,0,1;0,0,1,1;-0.07311,-0.54527,-0.16095,-0.095665
961;989fc0864e1149c1b9aa85e119caf42f;0,1,0,1;0,0,1,1;0.31123,0.1538,0.43661,0.031408
962;fcfebd2f54a47ad6d9ff581fc6cfbff5;0,1,0,1;0,0,1,1;-0.31123,-0.1538,-0.43661,-0.031408
963;c0405ca1aa24d99c9332ccdec5e45bd6;0,1,0,1;0,0,1,1;-0.0093253,0.31025,0.52157,-0.11505
964;8b75039d3d2a5f7d0cff2c7f05f7a6ee;0,1,0,1;0,0,1,1;0.0093253,-0.31025,-0.52157,0.11505
965;4d52c493c05c5abbfdbc9c32af2d5513;0,1,0,1;0,0,1,1;-0.44742,0.35497,0.25507,0.19874
966;4d9532c63104e52654d792af050b039a;0,1,0,1;0,0,1,1;0.44742,-0.35497,-0.25507,-0.19874
967;5bdf162bd150454bf0c3e0266fc532d6;0,1,0,1;0,0,1,1;-0.43584,0.18989,0.24201,0.14428
968;2f19a166768ae41bb224b58f75ea8674;0,1,0,1;0,0,1,1;0.43584,-0.18989,-0.24201,-0.14428
969;4f52cc3a12306de25a49974a2c8adbb8;0,1,0,1;0,0,1,1;-0.16578,0.38965,0.33598,-0.087449
970;c19309c969ecd23587c876fa5a4cadc3;0,1,0,1;0,0,1,1;0.16578,-0.38965,-0.33598,0.087449
971;0e9cfcafdb9da02b99049f17bd2cf1c8;0,1,0,1;0,0,1,1;-0.18718,0.41406,0.24932,-0.047628
972;050619abbde55a2efab65d35589eb471;0,1,0,1;0,0,1,1;0.18718,-0.41406,-0.24932,0.047628
973;8875c244c2cb9f43bfce0607339059c7;0,1,0,1;0,0,1,1;0.13467,0.22711,0.4024,0.17891
974;19f69bbeaf00c2743c358040a8083945;0,1,0,1;0,0,1,1;-0.13467,-0.22711,-0.4024,-0.17891
975;43237514e70e4ea8f704bdd3a0d2343b;0,1,0,1;0,0,1,1;-0.10773,0.2432,0.21671,-0.18936
976;7eebcd53d8854279e09c8ed46aa4ae22;0,1,0,1;0,0,1,1;0.10773,-0.2432,-0.21671,0.18936
977;73320bf0f3051372c994f25c63779a16;0,1,0,1;0,0,1,1;-0.36445,0.27364,0.34263,0.040227
978;37f14af82214233d4813c9615319bec1;0,1,0,1;0,0,1,1;0.36445,-0.27364,-0.34263,-0.040227
979;cbcba534e98a72ef6668dae36d143646;0,1,0,1;0,0,1,1;-0.44063,0.13571,0.38475,-0.0086107
980;36d72afa1888ce85aae935a00bb307b3;0,1,0,1;0,0,1,1;0.44063,-0.13571,-0.38475,0.0086107
981;4d5e0a6af1489c5748c29d06ab12a7a9;0,1,0,1;0,0,1,1;0.056732,0.40605,0.28687,0.17417
982;048e3318a29c1c42fb2f4cea05ede5fd;0,1,0,1;0,0,1,1;-0.056732,-0.40605,-0.28687,-0.17417
983;5edc54b991fea9422642515796dee03c;0,1,0,1;0,0,1,1;0.2708,0.36353,0.26825,-0.11312
984;6be888931bba7183fcd76b0dcafc2412;0,1,0,1;0,0,1,1;-0.2708,-0.36353,-0.26825,0.11312
985;bb369890404b388646fcb403563fa1e7;0,1,0,1;0,0,1,1;-0.16576,0.55987,0.19946,0.15421
986;749a36dc770f2b98c2050781d7f601da;0,1,0,1;0,0,1,1;0.16576,-0.55987,-0.19946,-0.15421
987;d45a987c0fc484961f23ccc7fad3ca33;0,1,0,1;0,0,1,1;-0.53145,0.18197,0.39954,0.11509
988;5212d0a9767cace4f9bf3ca3f3c264da;0,1,0,1;0,0,1,1;0.53145,-0.18197,-0.39954,-0.11509
989;0db0a494f3c49a19ecf355b1fb8d7e8a;0,1,0,1;0,0,1,1;0.046303,0.2282,0.6516,-0.04637
990;bb17103e53ecfb298602340846576616;0,1,0,1;0,0,1,1;-0.046303,-0.2282,-0.6516,0.04637
991;72da8f054678cb0e0bec65c5c0b67d21;0,1,0,1;0,0,1,1;-0.36545,0.15079,0.44344,0.052972
992;6cbc5f845dbffd5188f6078e32692985;0,1,0,1;0,0,1,1;0.36545,-0.15079,-0.44344,-0.052972
993;e40388c1a631b4bed80c7cb81eadb6e9;0,1,0,1;0,0,1,1;-0.36493,0.13418,0.31033,0.0049146
994;f4780754d68ae2571656c8f687ca154f;0,1,0,1;0,0,1,1;0.36493,-0.13418,-0.31033,-0.0049146
995;1ff0911f29031f8dcd64fc0e108f38d9;0,1,0,1;0,0,1,1;0.33883,0.18995,0.50422,-0.12853
996;2610925cb6f4f3b56b1d11b6188f1f5c;0,1,0,1;0,0,1,1;-0.33883,-0.18995,-0.50422,0.12853
997;d05a505530c7493c0bd442fc7c969d7c;0,1,0,1;0,0,1,1;-0.02636,0.31788,0.27288,0.27261
998;06772050e53570f57cddff70e77ddc2c;0,1,0,1;0,0,1,1;0.02636,-0.31788,-0.27288,-0.27261
999;a7c2eee99da3331fd3b3e2572991e810;0,1,0,1;0,0,1,1;0.26462,0.21355,0.18143,0.065112
1000;f02b30304ee0fcfb10050eacbb4de1f0;0,1,0,1;0,0,1,1;-0.26462,-0.21355,-0.18143,-0.065112
1001;afa9df3d1d2fb2ce260282e96f3b9a85;0,1,0,1;0,0,1,1;-0.041409,0.59608,0.2521,0.0018546
1002;5cf8a4d5fb578231a45787fe46b9c1c3;0,1,0,1;0,0,1,1;0.041409,-0.59608,-0.2521,-0.0018546
1003;58e1dc616a12044c89921a817e8e4846;0,1,0,1;0,0,1,1;0.30016,0.24787,0.39401,-0.035726
1004;f578d110eb0bee39b6825dcc43676201;0,1,0,1;0,0,1,1;-0.30016,-0.24787,-0.39401,0.035726
1005;346ee55d1aff1647b1e3114b1706779d;0,1,0,1;0,0,1,1;-0.5089,0.2782,0.22542,0.11904
1006;a7a476e807f7912a02ed945e76938b53;0,1,0,1;0,0,1,1;0.5089,-0.2782,-0.22542,-0.11904
1007;4a113a21008abc26da05848eeba44ee4;0,1,0,1;0,0,1,1;-0.51451,0.3543,0.29219,0.18908
1008;7721813bfb68f2e6d52c2fde0cdd9d01;0,1,0,1;0,0,1,1;0.51451,-0.3543,-0.29219,-0.18908
1009;a135b43d5171c7c763b99e8f2e615e49;0,1,0,1;0,0,1,1;0.060523,0.32568,0.32224,-0.17841
1010;d84c6d92561afe3a8e90f3ed0fc0c918;0,1,0,1;0,0,1,1;-0.060523,-0.32568,-0.32224,0.17841
1011;81895ebd507f5b9b5c13ecb65f4a90b0;0,1,0,1;0,0,1,1;0.18203,0.57391,0.22422,-0.18011
1012;32e17886010584a723a2ccf1162edbd9;0,1,0,1;0,0,1,1;-0.18203,-0.57391,-0.22422,0.18011
1013;4dcb054f32cf1cae23177dd6828d0309;0,1,0,1;0,0,1,1;-0.021718,0.37863,0.31075,-0.20555
1014;530655b11d5cb202e948eb6f118e5ca1;0,1,0,1;0,0,1,1;0.021718,-0.37863,-0.31075,0.20555
1015;52bcbd1fa1ba502337553a6f1aee3996;0,1,0,1;0,0,1,1;0.40139,0.48001,0.23553,-0.15625
1016;29f73b3aedb3c608d30f746925a04ab3;0,1,0,1;0,0,1,1;-0.40139,-0.48001,-0.23553,0.15625
1017;cb74b706d7a699b87c09ea603963f786;0,1,0,1;0,0,1,1;0.14296,0.46922,0.18693,-0.057434
1018;0ac14cfa422c1d3d74c5cb5b693a2c80;0,1,0,1;0,0,1,1;-0.14296,-0.46922,-0.18693,0.057434
1019;df8ff74111c04adbc2a1fef8f811b944;0,1,0,1;0,0,1,1;-0.20668,0.067566,0.33333,0.065485
1020;81e5a52de6ddcf49ae0821028f4f8dc3;0,1,0,1;0,0,1,1;0.20668,-0.067566,-0.33333,-0.065485
1021;6164c7abc47b9893a4fd72fa2fe0bec8;0,1,0,1;0,0,1,1;0.33138,0.13451,0.4242,0.081794
1022;42b599b57184811f95127565839021fd;0,1,0,1;0,0,1,1;-0.33138,-0.13451,-0.4242,-0.081794
1023;ff9c2e2c7fdb32bbb546aded7b33a460;0,1,0,1;0,0,1,1;0.053132,0.60198,0.28075,0.015896
1024;581776bb658ab8208bfb9fb95e6db64f;0,1,0,1;0,0,1,1;-0.053132,-0.60198,-0.28075,-0.015896
1025;f4e59ba9c8fa0fb018370394a7dc28fd;0,1,0,1;0,0,1,1;0.13302,0.38507,0.27304,0.057703
1026;fbd7de0a4e1237263bf9eb84236222a1;0,1,0,1;0,0,1,1;-0.13302,-0.38507,-0.27304,-0.057703
1027;a8c107ab1cff54d93a6c7747c153a28d;0,1,0,1;0,0,1,1;-0.21614,0.34402,0.38439,0.28693
1028;52987c41948296cee7f3388d105e33ea;0,1,0,1;0,0,1,1;0.21614,-0.34402,-0.38439,-0.28693
1029;f6248acee72669a9d966746a452ba0aa;0,1,0,1;0,0,1,1;-0.019459,0.10308,0.82168,0.051726
1030;100456d2eca69e482f3391c820c52acf;0,1,0,1;0,0,1,1;0.019459,-0.10308,-0.82168,-0.051726
1031;2289608ef58ec5431b679fe887ecb281;0,1,0,1;0,0,1,1;-0.13004,0.44123,0.38629,0.23874
1032;4e691a6d3fe0e63c2ff183f11ed8c1cb;0,1,0,1;0,0,1,1;0.13004,-0.44123,-0.38629,-0.23874
1033;7ee6ac990dc1370c285ed4b0c907ce02;0,1,0,1;0,0,1,1;-0.070826,0.4084,0.39299,-0.1089
1034;a5a452d49122bef2f3ff85eca838dc16;0,1,0,1;0,0,1,1;0.070826,-0.4084,-0.39299,0.1089
1035;a38505a0daa9ca613243b8f940c9784e;0,1,0,1;0,0,1,1;-0.005156,0.65745,0.18853,-0.063021
1036;a3fc3b2640306ca27c68765cce59bbd5;0,1,0,1;0,0,1,1;0.005156,-0.65745,-0.18853,0.063021
1037;fa9ec4241969d4c4192da129b6b18bc8;0,1,0,1;0,0,1,1;-0.14813,0.25733,0.13332,0.089821
1038;8d0de46e51ffa75c2d6b5628416a1adb;0,1,0,1;0,0,1,1;0.14813,-0.25733,-0.13332,-0.089821
1039;1c08822012f102dc2054bba2c39a6f79;0,1,0,1;0,0,1,1;-0.049362,0.58873,0.39353,0.065606
1040;6695a90937be09de47dc4d738331c9ba;0,1,0,1;0,0,1,1;0.049362,-0.58873,-0.39353,-0.065606
1041;89d842b3a623a12a5807620a152b5e36;0,1,0,1;0,0,1,1;-0.013401,0.26885,0.3285,0.21941
1042;cb306971a3db23d6435f8d4150e408cb;0,1,0,1;0,0,1,1;0.013401,-0.26885,-0.3285,-0.21941
1043;eaad1c63fa7fa2b8d27dae615e12fa05;0,1,0,1;0,0,1,1;-0.0061778,0.48376,0.43785,0.0060367
1044;5d6092b5c9ce43a90321bcb7217e59e1;0,1,0,1;0,0,1,1;0.0061778,-0.48376,-0.43785,-0.0060367
1045;a481fd8557edb097b2dec385a4aedfae;0,1,0,1;0,0,1,1;0.29748,0.50352,0.27405,-0.23153
1046;c890eef2f9b781816f29ffcc79aab22e;0,1,0,1;0,0,1,1;-0.29748,-0.50352,-0.27405,0.23153
1047;26843dca681f54dbe4880d07409ed5a5;0,1,0,1;0,0,1,1;0.27813,0.36438,0.36457,-0.22232
1048;3c66d2f1d9e44aa018ecb6b8664244ba;0,1,0,1;0,0,1,1;-0.27813,-0.36438,-0.36457,0.22232
1049;bc21c8e9c4918693600118c71930bff7;0,1,0,1;0,0,1,1;-0.22736,0.2727,0.27981,0.17845
1050;c519b4022553ecb8f37106a46b84b6b7;0,1,0,1;0,0,1,1;0.22736,-0.2727,-0.27981,-0.17845
1051;c04a85a00b7ecd112aa601b3e0a17498;0,1,0,1;0,0,1,1;0.31096,0.29491,0.23209,0.046222
1052;9971a546f340ccde6f12e73c7b66641e;0,1,0,1;0,0,1,1;-0.31096,-0.29491,-0.23209,-0.046222
1053;327f89da2d7d7a89390213f1fe06b480;0,1,0,1;0,0,1,1;0.34285,0.39504,0.069188,-0.028636
1054;34be6cf2536cc58ae648c774e9a54ff0;0,1,0,1;0,0,1,1;-0.34285,-0.39504,-0.069188,0.028636
1055;6844d06da61665c3e9541a1c278a192a;0,1,0,1;0,0,1,1;0.097183,0.53896,0.28971,-0.25812
1056;a1909e106c3c4e8ae80cac8c6110689a;0,1,0,1;0,0,1,1;-0.097183,-0.53896,-0.28971,0.25812
1057;ae4e47bc4505486e68e349c62e09c7bd;0,1,0,1;0,0,1,1;0.19712,0.51577,0.21055,-0.13223
1058;41254bcab8429522eaabbc77908a0244;0,1,0,1;0,0,1,1;-0.19712,-0.51577,-0.21055,0.13223
1059;35a8393e2fd71c241baec713ee6f7fbb;0,1,0,1;0,0,1,1;-0.2783,0.17234,0.24376,-0.024415
1060;14d28e535a2098eb7faf1ee0a59c1c75;0,1,0,1;0,0,1,1;0.2783,-0.17234,-0.24376,0.024415
1061;2da0ea85e4574f1ad4be342aa0fa7664;0,1,0,1;0,0,1,1;-0.4703,0.19658,0.29191,0.058776
1062;87362390fece07280210205258d8d4b4;0,1,0,1;0,0,1,1;0.4703,-0.19658,-0.29191,-0.058776
1063;453b0463f6aae4e90e562924baf652f9;0,1,0,1;0,0,1,1;0.28391,0.30393,0.44797,-0.04445
1064;3bdd29825af305985417f4d6f0018570;0,1,0,1;0,0,1,1;-0.28391,-0.30393,-0.44797,0.04445
1065;2dad9f22bba5cf4f240925ae0fb215e1;0,1,0,1;0,0,1,1;0.25001,0.071896,0.4341,-0.040093
1066;72d1993b0f530284b83914a999814cee;0,1,0,1;0,0,1,1;-0.25001,-0.071896,-0.4341,0.040093
1067;daf7e35fbd9be01513b2e73ef1ddda3d;0,1,0,1;0,0,1,1;0.10771,0.64498,0.081327,0.0033324
1068;02e75e342fe2d38cc37e55f38f9ad5eb;0,1,0,1;0,0,1,1;-0.10771,-0.64498,-0.081327,-0.0033324
1069;76e7fdce390de9fb2e2ae9f73967a542;0,1,0,1;0,0,1,1;-0.48522,0.27046,0.30734,0.066765
1070;f85952d111b212431ea10df4dab0a4ec;0,1,0,1;0,0,1,1;0.48522,-0.27046,-0.30734,-0.066765
1071;2bb6fb0516996caeedcabb9d318868db;0,1,0,1;0,0,1,1;-0.17224,0.27738,0.36194,-0.022374
1072;cbf33b1335816c086196383c5c666ef9;0,1,0,1;0,0,1,1;0.17224,-0.27738,-0.36194,0.022374
1073;f4ed21554c6e18cfab61ada0966c3a2c;0,1,0,1;0,0,1,1;-0.4273,0.17899,0.24981,0.12085
1074;e20fb15e6769187e0a03416a5209ab3a;0,1,0,1;0,0,1,1;0.4273,-0.17899,-0.24981,-0.12085
1075;7a41f6273887cba661b2faf58968ffa7;0,1,0,1;0,0,1,1;-0.22354,0.74994,0.10874,0.095487
1076;04286f9060aecdefbe6d876ba7fac299;0,1,0,1;0,0,1,1;0.22354,-0.74994,-0.10874,-0.095487
1077;b7cc7c3570b3c9461066480a373a3b0b;0,1,0,1;0,0,1,1;0.41667,0.47043,0.43096,-0.37046
1078;0690d3af047adbf9ddf9b6ec87d9b46d;0,1,0,1;0,0,1,1;-0.41667,-0.47043,-0.43096,0.37046
1079;88a8bcab0a09dab0d92148ce91067d97;0,1,0,1;0,0,1,1;0.28594,0.33367,0.34929,-0.045037
1080;7702598876ad630e67770206400e8af2;0,1,0,1;0,0,1,1;-0.28594,-0.33367,-0.34929,0.045037
1081;b581e57e90dc6802d5a32d39385a05eb;0,1,0,1;0,0,1,1;-0.35878,0.20457,0.61054,0.18112
1082;eeba0a75741acc84778b724ce90e03a1;0,1,0,1;0,0,1,1;0.35878,-0.20457,-0.61054,-0.18112
1083;230730ff15ec75ed8565bbaa231e2802;0,1,0,1;0,0,1,1;0.24623,0.12579,0.11669,-0.0088018
1084;bf1bcb96a53bb1f4bbc8ab1d09f680b5;0,1,0,1;0,0,1,1;-0.24623,-0.12579,-0.11669,0.0088018
1085;7d5cf5c6163ddbeaeb898ae721c06255;0,1,0,1;0,0,1,1;0.29978,0.28136,0.47715,-0.1527
1086;262e1b44a9fc42125a0463d80c27ab56;0,1,0,1;0,0,1,1;-0.29978,-0.28136,-0.47715,0.1527
1087;a5e3aa34e42a93c8507d55e101dfbf23;0,1,0,1;0,0,1,1;-0.40361,0.34385,0.10132,-0.021584
1088;b962182cf3695f8b6f113e57dba2c421;0,1,0,1;0,0,1,1;0.40361,-0.34385,-0.10132,0.021584
1089;7c6ba2b8c1606fb2f7c32fe56ad750d2;0,1,0,1;0,0,1,1;-0.11162,0.69175,0.24486,0.12466
1090;9e44483156e3d8f2499d5f0eeb490f9a;0,1,0,1;0,0,1,1;0.11162,-0.69175,-0.24486,-0.12466
1091;3d14da4498aa67a10f286a3e478610cb;0,1,0,1;0,0,1,1;-0.11391,0.49632,0.44414,0.10537
1092;e888803f765a2b92f894c7a28a1fc6b8;0,1,0,1;0,0,1,1;0.11391,-0.49632,-0.44414,-0.10537
1093;bcc1a8ca153af1a3c05bb8f2a38f00b4;0,1,0,1;0,0,1,1;0.23003,0.19054,0.30513,0.17352
1094;8d9aec3bd0d14a079b8675aca3b3b8fe;0,1,0,1;0,0,1,1;-0.23003,-0.19054,-0.30513,-0.17352
1095;073f0586d4ff1184b3a46c617e243838;0,1,0,1;0,0,1,1;0.1037,0.21495,0.23395,-0.056581
1096;ec9919bcfbddc20b57b98714334a8c97;0,1,0,1;0,0,1,1;-0.1037,-0.21495,-0.23395,0.056581
1097;0a0fd976f7344ba806d0566e849cfe10;0,1,0,1;0,0,1,1;-0.32046,0.22138,0.5134,0.088347
1098;db3d1ae3d20c7d789546cb2ded42c86a;0,1,0,1;0,0,1,1;0.32046,-0.22138,-0.5134,-0.088347
1099;a23c3834fdd60f45c1a2ae1ac06ac01b;0,1,0,1;0,0,1,1;0.16724,0.2861,0.18389,0.14077
1100;3537aa118b427a159631ad4883630a08;0,1,0,1;0,0,1,1;-0.16724,-0.2861,-0.18389,-0.14077
1101;df88abddd1fd18dd2cc6a4e405ff2596;0,1,0,1;0,0,1,1;-0.10425,0.38219,0.13748,-0.077721
1102;9f5baca349d7662b55cc06594cafa4c2;0,1,0,1;0,0,1,1;0.10425,-0.38219,-0.13748,0.077721
1103;89d43709ad29cc064d64a2bee92167d7;0,1,0,1;0,0,1,1;-0.28958,0.33409,0.1413,-0.10727
1104;31cb41b9dce78a3c8bc770ef3878dac1;0,1,0,1;0,0,1,1;0.28958,-0.33409,-0.1413,0.10727
1105;2522c6d532b11a1a67be6c9d537d303a;0,1,0,1;0,0,1,1;0.075603,0.34958,0.22899,-0.00023887
1106;e21df0c00d6f979122a7e450d44b3d96;0,1,0,1;0,0,1,1;-0.075603,-0.34958,-0.22899,0.00023887
1107;dfe03791e09b71f586f6d591e48b99c5;0,1,0,1;0,0,1,1;0.058575,0.41241,0.56996,-0.055781
1108;513af46a5bce7694fd99920efd4cd8f4;0,1,0,1;0,0,1,1;-0.058575,-0.41241,-0.56996,0.055781
1109;60a794041538d726c38b5d6d9b6638d8;0,1,0,1;0,0,1,1;0.19986,0.1499,0.14202,0.027205
1110;4848f57f69fa81a5ea223adf27e77161;0,1,0,1;0,0,1,1;-0.19986,-0.1499,-0.14202,-0.027205
1111;51438189960fb5d47b733d88ec5aa863;0,1,0,1;0,0,1,1;-0.25684,0.29469,0.33545,-0.02177
1112;1585d20af1d791423f3f065e548e4942;0,1,0,1;0,0,1,1;0.25684,-0.29469,-0.33545,0.02177
1113;d42e3853ce1c865cddbc90510bd5da94;0,1,0,1;0,0,1,1;-0.12074,0.23716,0.27016,-0.18595
1114;833eb3d6926ecd03f61ef916942f0601;0,1,0,1;0,0,1,1;0.12074,-0.23716,-0.27016,0.18595
1115;b96010833ff73e63fb7b497b40107079;0,1,0,1;0,0,1,1;-0.38645,0.39896,0.27694,0.10496
1116;97150e1d39805ad57de15a9540cd0a86;0,1,0,1;0,0,1,1;0.38645,-0.39896,-0.27694,-0.10496
1117;e093e9a475503debcd1d5e516b755992;0,1,0,1;0,0,1,1;0.36667,0.39241,0.55146,-0.31199
1118;4f860a606f2acf8b7158ea66b21fb0d2;0,1,0,1;0,0,1,1;-0.36667,-0.39241,-0.55146,0.31199
